"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","alphav-beta3 integrin-IGF-1-IGF1R complex","2","222","4","13725","6.29e-2","4.68e-1","30.91","1.00e+0","4.44e-1","1.53e-3","ENSMUSG00000020689,ENSMUSG00000020053"
"GOTERM_CC_DIRECT","insulin-like growth factor ternary complex","2","222","4","13725","6.29e-2","4.68e-1","30.91","1.00e+0","4.44e-1","1.53e-3","ENSMUSG00000026185,ENSMUSG00000020053"
"GOTERM_CC_DIRECT","integrin complex","3","222","26","13725","6.51e-2","4.76e-1","7.13","1.00e+0","4.51e-1","8.25e-3","ENSMUSG00000020689,ENSMUSG00000032925,ENSMUSG00000000555"
"GOTERM_CC_DIRECT","cortical actin cytoskeleton","4","222","60","13725","7.23e-2","5.16e-1","4.12","1.00e+0","4.89e-1","1.60e-2","ENSMUSG00000068566,ENSMUSG00000020315,ENSMUSG00000026879,ENSMUSG00000038366"
"GOTERM_CC_DIRECT","neuromuscular junction","5","222","98","13725","7.36e-2","5.16e-1","3.15","1.00e+0","4.89e-1","2.14e-2","ENSMUSG00000006134,ENSMUSG00000031274,ENSMUSG00000026478,ENSMUSG00000019846,ENSMUSG00000022770"
"GOTERM_CC_DIRECT","stress fiber","5","222","100","13725","7.79e-2","5.28e-1","3.09","1.00e+0","5.01e-1","2.31e-2","ENSMUSG00000029860,ENSMUSG00000021823,ENSMUSG00000034201,ENSMUSG00000021200,ENSMUSG00000031799"
"GOTERM_CC_DIRECT","T-tubule","4","222","63","13725","8.10e-2","5.28e-1","3.93","1.00e+0","5.01e-1","1.89e-2","ENSMUSG00000047126,ENSMUSG00000031207,ENSMUSG00000022770,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","endocytic vesicle","4","222","63","13725","8.10e-2","5.28e-1","3.93","1.00e+0","5.01e-1","1.89e-2","ENSMUSG00000050812,ENSMUSG00000037098,ENSMUSG00000020122,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","microvillus","4","222","63","13725","8.10e-2","5.28e-1","3.93","1.00e+0","5.01e-1","1.89e-2","ENSMUSG00000029231,ENSMUSG00000037242,ENSMUSG00000031207,ENSMUSG00000022770"
"GOTERM_CC_DIRECT","brush border","4","222","64","13725","8.41e-2","5.33e-1","3.86","1.00e+0","5.06e-1","1.99e-2","ENSMUSG00000021823,ENSMUSG00000015766,ENSMUSG00000022462,ENSMUSG00000031328"
"GOTERM_CC_DIRECT","endoplasmic reticulum lumen","5","222","103","13725","8.48e-2","5.33e-1","3.00","1.00e+0","5.06e-1","2.58e-2","ENSMUSG00000021236,ENSMUSG00000025823,ENSMUSG00000019916,ENSMUSG00000018906,ENSMUSG00000070436"
"GOTERM_CC_DIRECT","clathrin-coated pit","4","222","65","13725","8.71e-2","5.39e-1","3.80","1.00e+0","5.11e-1","2.09e-2","ENSMUSG00000047126,ENSMUSG00000028552,ENSMUSG00000007659,ENSMUSG00000022797"
"GOTERM_CC_DIRECT","anchoring junction","10","222","334","13725","9.19e-2","5.41e-1","1.85","1.00e+0","5.13e-1","4.56e-2","ENSMUSG00000029860,ENSMUSG00000028041,ENSMUSG00000020689,ENSMUSG00000021823,ENSMUSG00000037242,ENSMUSG00000026796,ENSMUSG00000000555,ENSMUSG00000031328,ENSMUSG00000022770,ENSMUSG00000007613"
"GOTERM_CC_DIRECT","transcription factor AP-1 complex","2","222","6","13725","9.28e-2","5.41e-1","20.61","1.00e+0","5.13e-1","3.74e-3","ENSMUSG00000029135,ENSMUSG00000052684"
